"","name","abrev","country","PubID","affiliation","year","country_study","Journal","Jour_country","Jour_continent"
"1047","Zannier, ML","MLZ","Argentina",28,"Latin America",2016,"Argentina","Revista de Biologia Tropical","Costa Rica","Latin America"
"1048","Grau, HR","HRG","Argentina",28,"Latin America",2016,"Argentina","Revista de Biologia Tropical","Costa Rica","Latin America"
"1049","Roque, FO","FOR","Brazil",29,"Latin America",2016,"Brazil","FRESHWATER BIOLOGY","United Kingdom","Europe"
"1050","Zampiva, NK","NKZ","Brazil",29,"Latin America",2016,"Brazil","FRESHWATER BIOLOGY","United Kingdom","Europe"
"1051","Neto, FV","FVN","Brazil",29,"Latin America",2016,"Brazil","FRESHWATER BIOLOGY","United Kingdom","Europe"
"1052","Menezes, JFS","JFSM","Israel",29,"Asia",2016,"Brazil","FRESHWATER BIOLOGY","United Kingdom","Europe"
"1053","Hamada, N","NH","Brazil",29,"Latin America",2016,"Brazil","FRESHWATER BIOLOGY","United Kingdom","Europe"
"1054","Pepinelli, M","MATPP","Canada",29,"North America",2016,"Brazil","FRESHWATER BIOLOGY","United Kingdom","Europe"
"1055","Siqueira, T","TS","Brazil",29,"Latin America",2016,"Brazil","FRESHWATER BIOLOGY","United Kingdom","Europe"
"1056","Swan, CM","CMS","USA",29,"North America",2016,"Brazil","FRESHWATER BIOLOGY","United Kingdom","Europe"
"1057","Silva, DRO","DROS","Brazil",30,"Latin America",2016,"Brazil","Environmental Monitoring and Assessment","Netherlands","Europe"
"1058","Ligeiro, R","RAPLIG","Brazil",30,"Latin America",2016,"Brazil","Environmental Monitoring and Assessment","Netherlands","Europe"
"1059","Hughes, RM","RMH","USA",30,"North America",2016,"Brazil","Environmental Monitoring and Assessment","Netherlands","Europe"
"1060","Callisto, M","MC","Brazil",30,"Latin America",2016,"Brazil","Environmental Monitoring and Assessment","Netherlands","Europe"
"1061","Nascimento, JM","JEAMNASC","Brazil",31,"Latin America",2016,"Peru","Zootaxa","New Zealand","Oceania"
"1062","Hamada, N","NH","Brazil",31,"Latin America",2016,"Peru","Zootaxa","New Zealand","Oceania"
"1063","Huamantinco-Arajuo, A","AHA","Peru",31,"Latin America",2016,"Peru","Zootaxa","New Zealand","Oceania"
"1064","Macedo, DR","DRM","Brazil",33,"Latin America",2016,"Brazil","Ecological Indicators","Netherlands","Europe"
"1065","Hughes, RM","RMH","USA",33,"North America",2016,"Brazil","Ecological Indicators","Netherlands","Europe"
"1066","Ferreira, WR","WRF","Brazil",33,"Latin America",2016,"Brazil","Ecological Indicators","Netherlands","Europe"
"1067","Firmiano, KR","KRF","Brazil",33,"Latin America",2016,"Brazil","Ecological Indicators","Netherlands","Europe"
"1068","Silva, DRO","DROS","Brazil",33,"Latin America",2016,"Brazil","Ecological Indicators","Netherlands","Europe"
"1069","Ligeiro, R","RAPLIG","Brazil",33,"Latin America",2016,"Brazil","Ecological Indicators","Netherlands","Europe"
"1070","Kaufmann, PR","PHIRKAU","USA",33,"North America",2016,"Brazil","Ecological Indicators","Netherlands","Europe"
"1071","Callisto, M","MC","Brazil",33,"Latin America",2016,"Brazil","Ecological Indicators","Netherlands","Europe"
"1072","Brandimarte, AL","ALB","Brazil",34,"Latin America",2016,"Brazil","Brazilian Journal of Biology","Brazil","Latin America"
"1073","Anaya, M","MAUAY","Brazil",34,"Latin America",2016,"Brazil","Brazilian Journal of Biology","Brazil","Latin America"
"1074","Shimizu, GY","GYS","Brazil",34,"Latin America",2016,"Brazil","Brazilian Journal of Biology","Brazil","Latin America"
"1075","Docile, T","TATDOC","Brazil",35,"Latin America",2016,"Brazil","Environmental Monitoring and Assessment","Netherlands","Europe"
"1076","Figeuro, R","RF","Brazil",35,"Latin America",2016,"Brazil","Environmental Monitoring and Assessment","Netherlands","Europe"
"1077","Portela, C","CP","Brazil",35,"Latin America",2016,"Brazil","Environmental Monitoring and Assessment","Netherlands","Europe"
"1078","Nessimian, JL","JORLNEM","Brazil",35,"Latin America",2016,"Brazil","Environmental Monitoring and Assessment","Netherlands","Europe"
"1079","Godoy, BS","BSG","Brazil",36,"Latin America",2016,"Brazil","Neotropical Entomology","United States","North America"
"1080","Ferreira, JS","JSF","Brazil",36,"Latin America",2016,"Brazil","Neotropical Entomology","United States","North America"
"1081","Lodi, S","SARLOD","Brazil",36,"Latin America",2016,"Brazil","Neotropical Entomology","United States","North America"
"1082","Oliveira, LG","LGO","Brazil",36,"Latin America",2016,"Brazil","Neotropical Entomology","United States","North America"
"1083","Tupinanmas, TH","THT","Brazil",37,"Latin America",2016,"Brazil","Ecohydrology","United Kingdom","Europe"
"1084","Cortes, RMV","RMVC","Portugal",37,"Europe",2016,"Brazil","Ecohydrology","United Kingdom","Europe"
"1085","Hughes, SJ","SJH","Portugal",37,"Europe",2016,"Brazil","Ecohydrology","United Kingdom","Europe"
"1086","Varandas, SG","SGV","Portugal",37,"Europe",2016,"Brazil","Ecohydrology","United Kingdom","Europe"
"1087","Callisto, M","MC","Brazil",37,"Latin America",2016,"Brazil","Ecohydrology","United Kingdom","Europe"
"1088","Alvarez-Soraca, KD","KDAS","Colombia",1,"Latin America",2017,"Colombia","Revista de Biologia Tropical","Costa Rica","Latin America"
"1089","Tamaris-Turizo, CE","CETT","Colombia",1,"Latin America",2017,"Colombia","Revista de Biologia Tropical","Costa Rica","Latin America"
"1090","Guzman-Soto, CJ","CJGS","Colombia",1,"Latin America",2017,"Colombia","Revista de Biologia Tropical","Costa Rica","Latin America"
"1091","Mendes, TP","TPM","Brazil",2,"Latin America",2017,"Brazil","Neotropical Entomology","United States","North America"
"1092","Oliveira-Junior, JMB","JMBO","Brazil",2,"Latin America",2017,"Brazil","Neotropical Entomology","United States","North America"
"1093","Cabette, HRS","HRSC","Brazil",2,"Latin America",2017,"Brazil","Neotropical Entomology","United States","North America"
"1094","Batista, JD","JDB","Brazil",2,"Latin America",2017,"Brazil","Neotropical Entomology","United States","North America"
"1095","Juen, L","LEAJUEN","Brazil",2,"Latin America",2017,"Brazil","Neotropical Entomology","United States","North America"
"1096","Villada-Bedoya, S","SVBY","Colombia",3,"Latin America",2017,"Colombia","Revista de Biologia Tropical","Costa Rica","Latin America"
"1097","Ospina-Bautista, F","FOB","Colombia",3,"Latin America",2017,"Colombia","Revista de Biologia Tropical","Costa Rica","Latin America"
"1098","G-Dias, L","LUCGDIA","Colombia",3,"Latin America",2017,"Colombia","Revista de Biologia Tropical","Costa Rica","Latin America"
"1099","Estevez Varon, JV","JVEV","Colombia",3,"Latin America",2017,"Colombia","Revista de Biologia Tropical","Costa Rica","Latin America"
"1100","Martins, RT","RTM","Brazil",4,"Latin America",2017,"Brazil","PLOS ONE","United States","North America"
"1101","Rezende, RdS","RSRZ","Brazil",4,"Latin America",2017,"Brazil","PLOS ONE","United States","North America"
"1102","Jr. Goncalves, JF","JFG","Brazil",4,"Latin America",2017,"Brazil","PLOS ONE","United States","North America"
"1103","Lopes, A","ALP","Brazil",4,"Latin America",2017,"Brazil","PLOS ONE","United States","North America"
"1104","Piedade, MTF","MTFP","Brazil",4,"Latin America",2017,"Brazil","PLOS ONE","United States","North America"
"1105","Cavalcante, HdL","HLC","Brazil",4,"Latin America",2017,"Brazil","PLOS ONE","United States","North America"
"1106","Hamada, N","NH","Brazil",4,"Latin America",2017,"Brazil","PLOS ONE","United States","North America"
"1107","Souto, PM","PMSZ","Brazil",5,"Latin America",2017,"Brazil","Zootaxa","New Zealand","Oceania"
"1108","Angeli, KB","KBA","Brazil",5,"Latin America",2017,"Brazil","Zootaxa","New Zealand","Oceania"
"1109","Salles, F","FSLL","Brazil",5,"Latin America",2017,"Brazil","Zootaxa","New Zealand","Oceania"
"1110","Luiza-Andrade, A","ALA","Brazil",6,"Latin America",2017,"Brazil","Ecological Indicators","Netherlands","Europe"
"1111","Brasil, LS","LSB","Brazil",6,"Latin America",2017,"Brazil","Ecological Indicators","Netherlands","Europe"
"1112","Benone, NL","NLB","Brazil",6,"Latin America",2017,"Brazil","Ecological Indicators","Netherlands","Europe"
"1113","Shimano, Y","YSHI","Brazil",6,"Latin America",2017,"Brazil","Ecological Indicators","Netherlands","Europe"
"1114","Farias, APP","APPF","Brazil",6,"Latin America",2017,"Brazil","Ecological Indicators","Netherlands","Europe"
"1115","Montag, LFA","LFAM","Brazil",6,"Latin America",2017,"Brazil","Ecological Indicators","Netherlands","Europe"
"1116","Doledec, S","SDO","France",6,"Europe",2017,"Brazil","Ecological Indicators","Netherlands","Europe"
"1117","Juen, L","LEAJUEN","Brazil",6,"Latin America",2017,"Brazil","Ecological Indicators","Netherlands","Europe"
"1118","Shah, AA","AASH","USA",7,"North America",2017,"Ecuador","Functional Ecology","United Kingdom","Europe"
"1119","Gill, BA","BAG","USA",7,"North America",2017,"Ecuador","Functional Ecology","United Kingdom","Europe"
"1120","Encalada, AC","ACE","Ecuador",7,"Latin America",2017,"Ecuador","Functional Ecology","United Kingdom","Europe"
"1121","Flecker, AS","ASF","USA",7,"North America",2017,"Ecuador","Functional Ecology","United Kingdom","Europe"
"1122","Funk, CW","WCHRFUN","USA",7,"North America",2017,"Ecuador","Functional Ecology","United Kingdom","Europe"
"1123","Guayasamin, JM","JMG","Ecuador",7,"Latin America",2017,"Ecuador","Functional Ecology","United Kingdom","Europe"
"1124","Kondratieff, BC","BCK","USA",7,"North America",2017,"Ecuador","Functional Ecology","United Kingdom","Europe"
"1125","Poff, NL","NLPF","USA",7,"North America",2017,"Ecuador","Functional Ecology","United Kingdom","Europe"
"1126","Thomas, SA","SATH","USA",7,"North America",2017,"Ecuador","Functional Ecology","United Kingdom","Europe"
"1127","Zamudio, KR","KRZO","USA",7,"North America",2017,"Ecuador","Functional Ecology","United Kingdom","Europe"
"1128","Ghalambor, CK","CKG","USA",7,"North America",2017,"Ecuador","Functional Ecology","United Kingdom","Europe"
"1129","Shah, AA","AASH","USA",8,"North America",2017,"Ecuador","Integrative and Comparative Biology","United Kingdom","Europe"
"1130","Funk, CW","WCHRFUN","USA",8,"North America",2017,"Ecuador","Integrative and Comparative Biology","United Kingdom","Europe"
"1131","Ghalambor, CK","CKG","USA",8,"North America",2017,"Ecuador","Integrative and Comparative Biology","United Kingdom","Europe"
"1132","Vilela, DS","DSVE","Brazil",9,"Latin America",2017,"Brazil","Journal of Insect Behavior","United States","North America"
"1133","Del-Claro, K","KCC","Brazil",9,"Latin America",2017,"Brazil","Journal of Insect Behavior","United States","North America"
"1134","Guillermo-Ferreira, R","RGF","Brazil",9,"Latin America",2017,"Brazil","Journal of Insect Behavior","United States","North America"
"1135","Camargos, LM","LMC","USA",10,"North America",2017,"Ecuador","PeerJ","United Kingdom","Europe"
"1136","Rios-Touma, B","BRT","Ecuador",10,"Latin America",2017,"Ecuador","PeerJ","United Kingdom","Europe"
"1137","Holzenthar, RW","RALWHOL","USA",10,"North America",2017,"Ecuador","PeerJ","United Kingdom","Europe"
"1138","Neto, JLG","JLGN","Brazil",11,"Latin America",2017,"Brazil","Zootaxa","New Zealand","Oceania"
"1139","Pes, AM","AMPS","Brazil",11,"Latin America",2017,"Brazil","Zootaxa","New Zealand","Oceania"
"1140","Hamada, N","NH","Brazil",11,"Latin America",2017,"Brazil","Zootaxa","New Zealand","Oceania"
"1141","Salles, F","FSLL","Brazil",12,"Latin America",2017,"Brazil","Zootaxa","New Zealand","Oceania"
"1142","Victoriano, AS","ASVA","Brazil",12,"Latin America",2017,"Brazil","Zootaxa","New Zealand","Oceania"
"1143","Boldrini, R","RBO","Brazil",12,"Latin America",2017,"Brazil","Zootaxa","New Zealand","Oceania"
"1144","Cabette, HRS","HRSC","Brazil",12,"Latin America",2017,"Brazil","Zootaxa","New Zealand","Oceania"
"1145","Rezende, RdS","RSRZ","Brazil",13,"Latin America",2017,"Brazil","Limnetica","Spain","Europe"
"1146","Santos, AM","AMAS","Brazil",13,"Latin America",2017,"Brazil","Limnetica","Spain","Europe"
"1147","Medeiros, AO","AOM","Brazil",13,"Latin America",2017,"Brazil","Limnetica","Spain","Europe"
"1148","Jr. Goncalves, JF","JFG","Brazil",13,"Latin America",2017,"Brazil","Limnetica","Spain","Europe"
"1149","Silva, DRO","DROS","Brazil",14,"Latin America",2017,"Brazil","Ecological Indicators","Netherlands","Europe"
"1150","Herlihy, AT","ATH","USA",14,"North America",2017,"Brazil","Ecological Indicators","Netherlands","Europe"
"1151","Hughes, RM","RMH","USA",14,"North America",2017,"Brazil","Ecological Indicators","Netherlands","Europe"
"1152","Callisto, M","MC","Brazil",14,"Latin America",2017,"Brazil","Ecological Indicators","Netherlands","Europe"
"1153","Oliveira-Junior, JMB","JMBO","Brazil",15,"Latin America",2017,"Brazil","Limnologica","Germany","Europe"
"1154","De Marco, PJr.","PAUDMJUN","Brazil",15,"Latin America",2017,"Brazil","Limnologica","Germany","Europe"
"1155","Dias-Silva, K","KDS","Brazil",15,"Latin America",2017,"Brazil","Limnologica","Germany","Europe"
"1156","Leitao, RP","RPL","Brazil",15,"Latin America",2017,"Brazil","Limnologica","Germany","Europe"
"1157","Leal, CG","CGL","Brazil",15,"Latin America",2017,"Brazil","Limnologica","Germany","Europe"
"1158","Pompeu, PS","PSPU","Brazil",15,"Latin America",2017,"Brazil","Limnologica","Germany","Europe"
"1159","Gardner, T","TGD","Sweden",15,"Europe",2017,"Brazil","Limnologica","Germany","Europe"
"1160","Hughes, RM","RMH","USA",15,"North America",2017,"Brazil","Limnologica","Germany","Europe"
"1161","Juen, L","LEAJUEN","Brazil",15,"Latin America",2017,"Brazil","Limnologica","Germany","Europe"
"1162","Castro, DMP","DMPC","Brazil",17,"Latin America",2017,"Brazil","FRESHWATER BIOLOGY","United Kingdom","Europe"
"1163","Doledec, S","SDO","France",17,"Europe",2017,"Brazil","FRESHWATER BIOLOGY","United Kingdom","Europe"
"1164","Callisto, M","MC","Brazil",17,"Latin America",2017,"Brazil","FRESHWATER BIOLOGY","United Kingdom","Europe"
"1165","Studholme, AM","AMSD","Ecuador",18,"Latin America",2017,"Ecuador","HYDROBIOLOGIA","Netherlands","Europe"
"1166","Hampel, H","HH","Ecuador",18,"Latin America",2017,"Ecuador","HYDROBIOLOGIA","Netherlands","Europe"
"1167","Finn, DS","DSFN","Ecuador",18,"Latin America",2017,"Ecuador","HYDROBIOLOGIA","Netherlands","Europe"
"1168","Vazquez, RF","RFVZ","Ecuador",18,"Latin America",2017,"Ecuador","HYDROBIOLOGIA","Netherlands","Europe"
"1169","Tanaka, MO","MOTK","Brazil",19,"Latin America",2017,"Brazil","HYDROBIOLOGIA","Netherlands","Europe"
"1170","Dos Santos, B","BDS","Brazil",19,"Latin America",2017,"Brazil","HYDROBIOLOGIA","Netherlands","Europe"
"1171","Raimundi, EA","EAR","Brazil",20,"Latin America",2017,"Brazil","Zootaxa","New Zealand","Oceania"
"1172","Cabette, HRS","HRSC","Brazil",20,"Latin America",2017,"Brazil","Zootaxa","New Zealand","Oceania"
"1173","Brasil, LS","LSB","Brazil",20,"Latin America",2017,"Brazil","Zootaxa","New Zealand","Oceania"
"1174","Salles, F","FSLL","Brazil",20,"Latin America",2017,"Brazil","Zootaxa","New Zealand","Oceania"
"1175","Nieto, C","CARNIET","Argentina",21,"Latin America",2017,"Argentina","Ecology and Evolution","United Kingdom","Europe"
"1176","Ovando, XMC","XMCO","Brazil",21,"Latin America",2017,"Argentina","Ecology and Evolution","United Kingdom","Europe"
"1177","Loyola, RD","RDL","Brazil",21,"Latin America",2017,"Argentina","Ecology and Evolution","United Kingdom","Europe"
"1178","Izquierdo, AE","AEI","Argentina",21,"Latin America",2017,"Argentina","Ecology and Evolution","United Kingdom","Europe"
"1179","Romero, F","FRO","Argentina",21,"Latin America",2017,"Argentina","Ecology and Evolution","United Kingdom","Europe"
"1180","Molineri, C","CMLI","Argentina",21,"Latin America",2017,"Argentina","Ecology and Evolution","United Kingdom","Europe"
"1181","Rodriguez, JS","JSR","Argentina",21,"Latin America",2017,"Argentina","Ecology and Evolution","United Kingdom","Europe"
"1182","Martin, PR","PRM","Argentina",21,"Latin America",2017,"Argentina","Ecology and Evolution","United Kingdom","Europe"
"1183","Fernandez, HR","HRF","Argentina",21,"Latin America",2017,"Argentina","Ecology and Evolution","United Kingdom","Europe"
"1184","Manzo, V","VM","Argentina",21,"Latin America",2017,"Argentina","Ecology and Evolution","United Kingdom","Europe"
"1185","Miranda, MJ","MJM","Argentina",21,"Latin America",2017,"Argentina","Ecology and Evolution","United Kingdom","Europe"
"1186","Sepulveda-Lozada, A","ASLZ","Germany",22,"Europe",2017,"Mexico","Aquatic Sciences","Switzerland","Europe"
"1187","Saint-Paul, U","USP","Germany",22,"Europe",2017,"Mexico","Aquatic Sciences","Switzerland","Europe"
"1188","Mendoza-Carranza, M","MANMC","Mexico",22,"Latin America",2017,"Mexico","Aquatic Sciences","Switzerland","Europe"
"1189","Wolff, M","MWFF","Germany",22,"Europe",2017,"Mexico","Aquatic Sciences","Switzerland","Europe"
"1190","Yanez-Arancibia, A","AYAZ","Mexico",22,"Latin America",2017,"Mexico","Aquatic Sciences","Switzerland","Europe"
"1191","Nascimento, JMC","JEAMNASC","Brazil",23,"Latin America",2017,"Brazil","Zootaxa","New Zealand","Oceania"
"1192","Salles, F","FSLL","Brazil",23,"Latin America",2017,"Brazil","Zootaxa","New Zealand","Oceania"
"1193","Hamada, N","NH","Brazil",23,"Latin America",2017,"Brazil","Zootaxa","New Zealand","Oceania"
"1194","Neres-Lima, V","VINNLIM","Brazil",25,"Latin America",2017,"Brazil","FRESHWATER BIOLOGY","United Kingdom","Europe"
"1195","Machado-Silva, F","FMS","Brazil",25,"Latin America",2017,"Brazil","FRESHWATER BIOLOGY","United Kingdom","Europe"
"1196","Baptista, DF","DFB","Brazil",25,"Latin America",2017,"Brazil","FRESHWATER BIOLOGY","United Kingdom","Europe"
"1197","Oliveira, RBS","RBSO","Brazil",25,"Latin America",2017,"Brazil","FRESHWATER BIOLOGY","United Kingdom","Europe"
"1198","Andrade, P","PMA","Brazil",25,"Latin America",2017,"Brazil","FRESHWATER BIOLOGY","United Kingdom","Europe"
"1199","Oliveira, AF","AFO","Brazil",25,"Latin America",2017,"Brazil","FRESHWATER BIOLOGY","United Kingdom","Europe"
"1200","Sasada-Sato, CY","CYSS","Brazil",25,"Latin America",2017,"Brazil","FRESHWATER BIOLOGY","United Kingdom","Europe"
"1201","Silva, EF","EFSI","Brazil",25,"Latin America",2017,"Brazil","FRESHWATER BIOLOGY","United Kingdom","Europe"
"1202","Feijo-Lima, R","RFL","Brazil",25,"Latin America",2017,"Brazil","FRESHWATER BIOLOGY","United Kingdom","Europe"
"1203","Angelini, R","RAN","Brazil",25,"Latin America",2017,"Brazil","FRESHWATER BIOLOGY","United Kingdom","Europe"
"1204","Camargo, PB","PBC","Brazil",25,"Latin America",2017,"Brazil","FRESHWATER BIOLOGY","United Kingdom","Europe"
"1205","Moulton, TP","TPMO","Brazil",25,"Latin America",2017,"Brazil","FRESHWATER BIOLOGY","United Kingdom","Europe"
"1206","Saulino, HHL","HHLS","Brazil",26,"Latin America",2017,"Brazil","HYDROBIOLOGIA","Netherlands","Europe"
"1207","Leite-Rossi, LA","LALR","Brazil",26,"Latin America",2017,"Brazil","HYDROBIOLOGIA","Netherlands","Europe"
"1208","Trivinho-Strixino, S","STSX","Brazil",26,"Latin America",2017,"Brazil","HYDROBIOLOGIA","Netherlands","Europe"
"1209","Trama, FA","FATR","Peru",27,"Latin America",2017,"Costa Rica","Ecological Restoration","United States","North America"
"1210","Patron, FR","FRPN","Peru",27,"Latin America",2017,"Costa Rica","Ecological Restoration","United States","North America"
"1211","Kumar, AS","ASK","USA",27,"North America",2017,"Costa Rica","Ecological Restoration","United States","North America"
"1212","Stynoski, JL","JLSY","USA",27,"North America",2017,"Costa Rica","Ecological Restoration","United States","North America"
"1213","Colton, MBM","MBMC","Costa Rica",27,"Latin America",2017,"Costa Rica","Ecological Restoration","United States","North America"
"1214","Springer, M","MSGE","Costa Rica",27,"Latin America",2017,"Costa Rica","Ecological Restoration","United States","North America"
"1215","Trapero-Quintana, A","ATQN","Cuba",28,"Latin America",2017,"Cuba","Revista de Biologia Tropical","Costa Rica","Latin America"
"1216","Reyes-Tur, B","BRTU","Cuba",28,"Latin America",2017,"Cuba","Revista de Biologia Tropical","Costa Rica","Latin America"
"1217","Zamora-Munoz, C","CZMZ","Spain",29,"Europe",2017,"Venezuela","Zootaxa","New Zealand","Oceania"
"1218","Derka, T","TDE","Slovakia",29,"Europe",2017,"Venezuela","Zootaxa","New Zealand","Oceania"
"1219","Murria, C","CESMURR","Spain",29,"Europe",2017,"Venezuela","Zootaxa","New Zealand","Oceania"
"1220","Brasil, LS","LSB","Brazil",30,"Latin America",2017,"Brazil","Ecology and Evolution","United Kingdom","Europe"
"1221","Vieira, TB","TBVE","Brazil",30,"Latin America",2017,"Brazil","Ecology and Evolution","United Kingdom","Europe"
"1222","Oliveira, JMBJr.","JMBO","Brazil",30,"Latin America",2017,"Brazil","Ecology and Evolution","United Kingdom","Europe"
"1223","Dias-Silva, K","KDS","Brazil",30,"Latin America",2017,"Brazil","Ecology and Evolution","United Kingdom","Europe"
"1224","Juen, L","LEAJUEN","Brazil",30,"Latin America",2017,"Brazil","Ecology and Evolution","United Kingdom","Europe"
"1225","Domingos, AR","ARD","Brazil",31,"Latin America",2017,"Brazil","Brazilian Journal of Biology","Brazil","Latin America"
"1226","Arcifa, MS","MSA","Brazil",31,"Latin America",2017,"Brazil","Brazilian Journal of Biology","Brazil","Latin America"
"1227","Goncalves, JFJr.","JFG","Brazil",32,"Latin America",2017,"Brazil","Neotropical Entomology","United States","North America"
"1228","Couceiro, SRM","SRMC","Brazil",32,"Latin America",2017,"Brazil","Neotropical Entomology","United States","North America"
"1229","Rezende, RdS","RSRZ","Brazil",32,"Latin America",2017,"Brazil","Neotropical Entomology","United States","North America"
"1230","Martins, RT","RTM","Brazil",32,"Latin America",2017,"Brazil","Neotropical Entomology","United States","North America"
"1231","Ottoni-Boldrini, BMP","BMOB","Brazil",32,"Latin America",2017,"Brazil","Neotropical Entomology","United States","North America"
"1232","Campos, CM","CMCS","Brazil",32,"Latin America",2017,"Brazil","Neotropical Entomology","United States","North America"
"1233","Silva, JO","JOSL","Brazil",32,"Latin America",2017,"Brazil","Neotropical Entomology","United States","North America"
"1234","Hamada, N","NH","Brazil",32,"Latin America",2017,"Brazil","Neotropical Entomology","United States","North America"
"1235","Godoy, BS","BSG","Brazil",33,"Latin America",2017,"Brazil","Neotropical Entomology","United States","North America"
"1236","Queiroz, LL","LLQ","Brazil",33,"Latin America",2017,"Brazil","Neotropical Entomology","United States","North America"
"1237","Lodi, S","SLO","Brazil",33,"Latin America",2017,"Brazil","Neotropical Entomology","United States","North America"
"1238","Oliveira, LG","LGO","Brazil",33,"Latin America",2017,"Brazil","Neotropical Entomology","United States","North America"
"1239","Linares, MS","MSL","Brazil",34,"Latin America",2017,"Brazil","Ecological Indicators","Netherlands","Europe"
"1240","Callisto, M","MC","Brazil",34,"Latin America",2017,"Brazil","Ecological Indicators","Netherlands","Europe"
"1241","Marques, JC","JCM","Portugal",34,"Europe",2017,"Brazil","Ecological Indicators","Netherlands","Europe"
"1242","Uieda, VS","VSUI","Brazil",35,"Latin America",2017,"Brazil","Community Ecology","Hungary","Europe"
"1243","Iwai, MLB","MLBI","Brazil",35,"Latin America",2017,"Brazil","Community Ecology","Hungary","Europe"
"1244","Ono, E","ERIRONO","Brazil",35,"Latin America",2017,"Brazil","Community Ecology","Hungary","Europe"
"1245","Melo, AL","ALM","Brazil",35,"Latin America",2017,"Brazil","Community Ecology","Hungary","Europe"
"1246","Alves, MIC","MICA","Brazil",35,"Latin America",2017,"Brazil","Community Ecology","Hungary","Europe"
"1247","Almeida, LH","LHA","Brazil",36,"Latin America",2017,"Brazil","Zootaxa","New Zealand","Oceania"
"1248","Duarte, T","TDU","Brazil",36,"Latin America",2017,"Brazil","Zootaxa","New Zealand","Oceania"
"1249","Ceneviva-Bastos, M","MCBA","Brazil",37,"Latin America",2017,"Brazil","Limnologica","Germany","Europe"
"1250","Prates, DB","DBP","Brazil",37,"Latin America",2017,"Brazil","Limnologica","Germany","Europe"
"1251","Romero, RDJ","RDJR","Brazil",37,"Latin America",2017,"Brazil","Limnologica","Germany","Europe"
"1252","Bispo, PC","PDCB","Brazil",37,"Latin America",2017,"Brazil","Limnologica","Germany","Europe"
"1253","Casatti, L","LCA","Brazil",37,"Latin America",2017,"Brazil","Limnologica","Germany","Europe"
"1254","Jerves-Cobo, R","RJCV","Belgium",38,"Europe",2017,"Ecuador","Water","Switzerland","Europe"
"1255","Everaert, G","GEV","Belgium",38,"Europe",2017,"Ecuador","Water","Switzerland","Europe"
"1256","Iniguez-Vela, X","XIV","Ecuador",38,"Latin America",2017,"Ecuador","Water","Switzerland","Europe"
"1257","Cordova-Vela, G","GCV","Ecuador",38,"Latin America",2017,"Ecuador","Water","Switzerland","Europe"
"1258","Diaz-Granda, C","CDG","Ecuador",38,"Latin America",2017,"Ecuador","Water","Switzerland","Europe"
"1259","Cisneros, F","FC","Ecuador",38,"Latin America",2017,"Ecuador","Water","Switzerland","Europe"
"1260","Nopens, I","INP","Belgium",38,"Europe",2017,"Ecuador","Water","Switzerland","Europe"
"1261","Goethals, PLM","PLMG","Belgium",38,"Europe",2017,"Ecuador","Water","Switzerland","Europe"
"1262","Pereira, TdS","TSP","Brazil",39,"Latin America",2017,"Brazil","Limnologica","Germany","Europe"
"1263","Pio, JFG","JFGP","Brazil",39,"Latin America",2017,"Brazil","Limnologica","Germany","Europe"
"1264","Calor, AR","ADORC","Brazil",39,"Latin America",2017,"Brazil","Limnologica","Germany","Europe"
"1265","Copatti, CE","CEC","Brazil",39,"Latin America",2017,"Brazil","Limnologica","Germany","Europe"
"1266","Rincon, JE","JER","Ecuador",40,"Latin America",2017,"Ecuador","Revista de Biologia Tropical","Costa Rica","Latin America"
"1267","Merchan, D","DMH","Ecuador",40,"Latin America",2017,"Ecuador","Revista de Biologia Tropical","Costa Rica","Latin America"
"1268","Sparer, A","ASPR","Ecuador",40,"Latin America",2017,"Ecuador","Revista de Biologia Tropical","Costa Rica","Latin America"
"1269","Rojas, D","DRJ","Ecuador",40,"Latin America",2017,"Ecuador","Revista de Biologia Tropical","Costa Rica","Latin America"
"1270","Zarate, E","EZU","Ecuador",40,"Latin America",2017,"Ecuador","Revista de Biologia Tropical","Costa Rica","Latin America"
"1271","Schalk, CM","CMS","USA",41,"North America",2017,"Bolivia","FRESHWATER BIOLOGY","United Kingdom","Europe"
"1272","Montana, CG","CGM","USA",41,"North America",2017,"Bolivia","FRESHWATER BIOLOGY","United Kingdom","Europe"
"1273","Winemiller, KO","KOWN","USA",41,"North America",2017,"Bolivia","FRESHWATER BIOLOGY","United Kingdom","Europe"
"1274","Fitzgerald, LA","LAF","USA",41,"North America",2017,"Bolivia","FRESHWATER BIOLOGY","United Kingdom","Europe"
"1275","Martins, RT","RTM","Brazil",42,"Latin America",2017,"Brazil","Journal of Insect Science","United States","North America"
"1276","Da Silveira, LS","LIDSDSIL","Brazil",42,"Latin America",2017,"Brazil","Journal of Insect Science","United States","North America"
"1277","Lopes, MP","MPLO","Brazil",42,"Latin America",2017,"Brazil","Journal of Insect Science","United States","North America"
"1278","Alves, RG","RGA","Brazil",42,"Latin America",2017,"Brazil","Journal of Insect Science","United States","North America"
"1279","Azevedo, EL","ELA","Brazil",43,"Latin America",2017,"Brazil","Environmental Monitoring and Assessment","Netherlands","Europe"
"1280","Barbosa, JEL","JELB","Brazil",43,"Latin America",2017,"Brazil","Environmental Monitoring and Assessment","Netherlands","Europe"
