"","name","abrev","country","PubID","affiliation","year","country_study","Journal","Jour_country","Jour_continent"
"1281","Viana, LG","LGVN","Brazil",43,"Latin America",2017,"Brazil","Environmental Monitoring and Assessment","Netherlands","Europe"
"1282","Anacleto, ME","MARJPANA","Brazil",43,"Latin America",2017,"Brazil","Environmental Monitoring and Assessment","Netherlands","Europe"
"1283","Callisto, M","MC","Brazil",43,"Latin America",2017,"Brazil","Environmental Monitoring and Assessment","Netherlands","Europe"
"1284","Molozzi, J","JMZ","Brazil",43,"Latin America",2017,"Brazil","Environmental Monitoring and Assessment","Netherlands","Europe"
"1285","Brasil, LS","LSB","Brazil",44,"Latin America",2017,"Brazil","Neotropical Entomology","United States","North America"
"1286","Juen, L","LEAJUEN","Brazil",44,"Latin America",2017,"Brazil","Neotropical Entomology","United States","North America"
"1287","Giehl, HFS","HFSG","Brazil",44,"Latin America",2017,"Brazil","Neotropical Entomology","United States","North America"
"1288","Cabette, HRS","HRSC","Brazil",44,"Latin America",2017,"Brazil","Neotropical Entomology","United States","North America"
"1289","Domingos, AR","ARD","Brazil",45,"Latin America",2017,"Brazil","Brazilian Journal of Biology","Brazil","Latin America"
"1290","Arcifa, MS","MSA","Brazil",45,"Latin America",2017,"Brazil","Brazilian Journal of Biology","Brazil","Latin America"
"1291","Mauad, M","MM","Argentina",46,"Latin America",2017,"Argentina","Neotropical Entomology","United States","North America"
"1292","Siri, A","ASR","Argentina",46,"Latin America",2017,"Argentina","Neotropical Entomology","United States","North America"
"1293","Donato, M","MD","Argentina",46,"Latin America",2017,"Argentina","Neotropical Entomology","United States","North America"
"1294","McCreadie, JW","JWMC","USA",47,"North America",2017,"Brazil,Venezuela","FRESHWATER BIOLOGY","United Kingdom","Europe"
"1295","Hamada, N","NH","Brazil",47,"Latin America",2017,"Brazil,Venezuela","FRESHWATER BIOLOGY","United Kingdom","Europe"
"1296","Grillet, ME","MEG","Venezuela",47,"Latin America",2017,"Brazil,Venezuela","FRESHWATER BIOLOGY","United Kingdom","Europe"
"1297","Adler, PH","PHA","USA",47,"North America",2017,"Brazil,Venezuela","FRESHWATER BIOLOGY","United Kingdom","Europe"
"1298","da Silva, FL","FANLDSIL","USA",48,"North America",2017,"Argentina,Brazil,Chile","International Journal of Limnology","France","Europe"
"1299","Farrell, BD","BDF","USA",48,"North America",2017,"Argentina,Brazil,Chile","International Journal of Limnology","France","Europe"
"1300","Rios-Touma, B","BRT","Ecuador",49,"Latin America",2017,"Ecuador","PeerJ","United Kingdom","Europe"
"1301","Holzenthal, RW","RALWHOL","USA",49,"North America",2017,"Ecuador","PeerJ","United Kingdom","Europe"
"1302","Huisman, J","JHS","USA",49,"North America",2017,"Ecuador","PeerJ","United Kingdom","Europe"
"1303","Thomson, RE","RETM","USA",49,"North America",2017,"Ecuador","PeerJ","United Kingdom","Europe"
"1304","Razuri-Gonzales, E","ERG","USA",49,"North America",2017,"Ecuador","PeerJ","United Kingdom","Europe"
"1305","Polato, NR","NRPO","USA",1,"North America",2018,"Ecuador","Proceedings of the National Academy of Sciences","United States","North America"
"1306","Gill, BA","BAG","USA",1,"North America",2018,"Ecuador","Proceedings of the National Academy of Sciences","United States","North America"
"1307","Shah, AA","AASH","USA",1,"North America",2018,"Ecuador","Proceedings of the National Academy of Sciences","United States","North America"
"1308","Gray, MM","MMG","USA",1,"North America",2018,"Ecuador","Proceedings of the National Academy of Sciences","United States","North America"
"1309","Casner, KL","KLC","USA",1,"North America",2018,"Ecuador","Proceedings of the National Academy of Sciences","United States","North America"
"1310","Barthelet, A","AB","USA",1,"North America",2018,"Ecuador","Proceedings of the National Academy of Sciences","United States","North America"
"1311","Messer, PW","PWM","USA",1,"North America",2018,"Ecuador","Proceedings of the National Academy of Sciences","United States","North America"
"1312","Simmons, MP","MPNS","USA",1,"North America",2018,"Ecuador","Proceedings of the National Academy of Sciences","United States","North America"
"1313","Guayasamin, JM","JMG","Ecuador",1,"Latin America",2018,"Ecuador","Proceedings of the National Academy of Sciences","United States","North America"
"1314","Encalada, AC","ACE","Ecuador",1,"Latin America",2018,"Ecuador","Proceedings of the National Academy of Sciences","United States","North America"
"1315","Kondratieff, BC","BCK","USA",1,"North America",2018,"Ecuador","Proceedings of the National Academy of Sciences","United States","North America"
"1316","Flecker, AS","ASF","USA",1,"North America",2018,"Ecuador","Proceedings of the National Academy of Sciences","United States","North America"
"1317","Thomas, SA","SATH","USA",1,"North America",2018,"Ecuador","Proceedings of the National Academy of Sciences","United States","North America"
"1318","Ghalambor, CK","CKG","USA",1,"North America",2018,"Ecuador","Proceedings of the National Academy of Sciences","United States","North America"
"1319","Poff, NL","NLPF","USA",1,"North America",2018,"Ecuador","Proceedings of the National Academy of Sciences","United States","North America"
"1320","Funk, WC","WCHRFUN","USA",1,"North America",2018,"Ecuador","Proceedings of the National Academy of Sciences","United States","North America"
"1321","Zamudio, KR","KRZO","USA",1,"North America",2018,"Ecuador","Proceedings of the National Academy of Sciences","United States","North America"
"1322","Hamerlik, L","LADHAM","Poland",2,"Europe",2018,"Ecuador","Florida Entomologist","United States","North America"
"1323","da Silva, FL","FANLDSIL","Brazil",2,"Latin America",2018,"Ecuador","Florida Entomologist","United States","North America"
"1324","Jacobsen, D","DENJD","Denmark",2,"Europe",2018,"Ecuador","Florida Entomologist","United States","North America"
"1325","Brasil, LS","LSB","Brazil",6,"Latin America",2018,"Brazil","International Journal of Limnology","France","Europe"
"1326","Santos, DC","DCSA","Brazil",6,"Latin America",2018,"Brazil","International Journal of Limnology","France","Europe"
"1327","Vieira, TB","TBVE","Brazil",6,"Latin America",2018,"Brazil","International Journal of Limnology","France","Europe"
"1328","Cabette, HSR","HSRC","Brazil",6,"Latin America",2018,"Brazil","International Journal of Limnology","France","Europe"
"1329","Umetsu, RK","RKUM","Brazil",6,"Latin America",2018,"Brazil","International Journal of Limnology","France","Europe"
"1330","da Silva Giehl, NF","NFSG","Brazil",6,"Latin America",2018,"Brazil","International Journal of Limnology","France","Europe"
"1331","Valente-Neto, F","FVNT","Brazil",8,"Latin America",2018,"Brazil","Ecological Indicators","Netherlands","Europe"
"1332","Rodrigues, ME","MERD","Brazil",8,"Latin America",2018,"Brazil","Ecological Indicators","Netherlands","Europe"
"1333","Roque, FdO","FORQ","Brazil",8,"Latin America",2018,"Brazil","Ecological Indicators","Netherlands","Europe"
"1334","Van Echelpoel, W","WVE","Belgium",9,"Europe",2018,"Ecuador","Limnologica","Germany","Europe"
"1335","Forio, MAE","MAEF","Belgium",9,"Europe",2018,"Ecuador","Limnologica","Germany","Europe"
"1336","Van Butsel, J","JVBT","Belgium",9,"Europe",2018,"Ecuador","Limnologica","Germany","Europe"
"1337","Lock, K","KL","Belgium",9,"Europe",2018,"Ecuador","Limnologica","Germany","Europe"
"1338","Duenas Utreras, JA","JADU","Belgium",9,"Europe",2018,"Ecuador","Limnologica","Germany","Europe"
"1339","Dominguez-Granda, LE","LEDG","Ecuador",9,"Latin America",2018,"Ecuador","Limnologica","Germany","Europe"
"1340","Goethals, PLM","PLMG","Belgium",9,"Europe",2018,"Ecuador","Limnologica","Germany","Europe"
"1341","Goncalves, AS","ASG","Brazil",14,"Latin America",2018,"Brazil","Aquatic Conservation: Marine and Freshwater Ecosystems","United Kingdom","Europe"
"1342","Costa, GC","GCC","USA",14,"North America",2018,"Brazil","Aquatic Conservation: Marine and Freshwater Ecosystems","United Kingdom","Europe"
"1343","Bond-Buckup, G","GBB","Brazil",14,"Latin America",2018,"Brazil","Aquatic Conservation: Marine and Freshwater Ecosystems","United Kingdom","Europe"
"1344","Bartholomei-Santos, ML","MLSB","Brazil",14,"Latin America",2018,"Brazil","Aquatic Conservation: Marine and Freshwater Ecosystems","United Kingdom","Europe"
"1345","Santos, S","SSAS","Brazil",14,"Latin America",2018,"Brazil","Aquatic Conservation: Marine and Freshwater Ecosystems","United Kingdom","Europe"
"1346","Rejmankova, E","ERJ","USA",15,"North America",2018,"Guatemala","FRESHWATER BIOLOGY","United Kingdom","Europe"
"1347","Sullivan, BW","BWSL","USA",15,"North America",2018,"Guatemala","FRESHWATER BIOLOGY","United Kingdom","Europe"
"1348","Aldana, JRO","JROA","Guatemala",15,"Latin America",2018,"Guatemala","FRESHWATER BIOLOGY","United Kingdom","Europe"
"1349","Snyder, JM","JMSY","USA",15,"North America",2018,"Guatemala","FRESHWATER BIOLOGY","United Kingdom","Europe"
"1350","Castle, ST","STC","USA",15,"North America",2018,"Guatemala","FRESHWATER BIOLOGY","United Kingdom","Europe"
"1351","Morales, FR","FATRM","Guatemala",15,"Latin America",2018,"Guatemala","FRESHWATER BIOLOGY","United Kingdom","Europe"
"1352","Simeone, D","DSME","Brazil",16,"Latin America",2018,"Brazil","FRESHWATER BIOLOGY","United Kingdom","Europe"
"1353","Santos, C","CAS","Brazil",16,"Latin America",2018,"Brazil","FRESHWATER BIOLOGY","United Kingdom","Europe"
"1354","Gisane, F","FG","Brazil",16,"Latin America",2018,"Brazil","FRESHWATER BIOLOGY","United Kingdom","Europe"
"1355","Tagliaro, CH","CHTG","Brazil",16,"Latin America",2018,"Brazil","FRESHWATER BIOLOGY","United Kingdom","Europe"
"1356","Beasley, CR","CRB","Brazil",16,"Latin America",2018,"Brazil","FRESHWATER BIOLOGY","United Kingdom","Europe"
"1357","dos Santos, NCL","NCLS","Brazil",17,"Latin America",2018,"Brazil","HYDROBIOLOGIA","Netherlands","Europe"
"1358","Garcia-Berthou, E","EGB","Spain",17,"Europe",2018,"Brazil","HYDROBIOLOGIA","Netherlands","Europe"
"1359","Dias, JD","JDD","Brazil",17,"Latin America",2018,"Brazil","HYDROBIOLOGIA","Netherlands","Europe"
"1360","Lopes, TM","TMP","Brazil",17,"Latin America",2018,"Brazil","HYDROBIOLOGIA","Netherlands","Europe"
"1361","Affonso, ID","IDA","Brazil",17,"Latin America",2018,"Brazil","HYDROBIOLOGIA","Netherlands","Europe"
"1362","Severi, W","KVSE","Brazil",17,"Latin America",2018,"Brazil","HYDROBIOLOGIA","Netherlands","Europe"
"1363","Gomes, LC","LUICGOM","Brazil",17,"Latin America",2018,"Brazil","HYDROBIOLOGIA","Netherlands","Europe"
"1364","Agostinho, AA","AAA","Brazil",17,"Latin America",2018,"Brazil","HYDROBIOLOGIA","Netherlands","Europe"
"1365","Kranzfelder, P","PETKRA","USA",18,"North America",2018,"Costa Rica","Revista de Biologia Tropical","Costa Rica","Latin America"
"1366","Ferrington, LC","LEOCFERRJ","USA",18,"North America",2018,"Costa Rica","Revista de Biologia Tropical","Costa Rica","Latin America"
"1367","Nguyen, THT","THTN","Belgium",19,"Europe",2018,"Ecuador","Water","Switzerland","Europe"
"1368","Forio, MAE","MAEF","Belgium",19,"Europe",2018,"Ecuador","Water","Switzerland","Europe"
"1369","Boets, P","PIEBOE","Belgium",19,"Europe",2018,"Ecuador","Water","Switzerland","Europe"
"1370","Lock, K","KL","Belgium",19,"Europe",2018,"Ecuador","Water","Switzerland","Europe"
"1371","Ambarita, MND","MNDA","Belgium",19,"Europe",2018,"Ecuador","Water","Switzerland","Europe"
"1372","Suhareva, N","NSHA","Belgium",19,"Europe",2018,"Ecuador","Water","Switzerland","Europe"
"1373","Everaert, G","GEV","Belgium",19,"Europe",2018,"Ecuador","Water","Switzerland","Europe"
"1374","Van der heyden, C","CVHY","Belgium",19,"Europe",2018,"Ecuador","Water","Switzerland","Europe"
"1375","Dominguez-Granda, LE","LEDG","Ecuador",19,"Latin America",2018,"Ecuador","Water","Switzerland","Europe"
"1376","Hoang, THT","THH","Vietnam",19,"Asia",2018,"Ecuador","Water","Switzerland","Europe"
"1377","Goethals, P","PLMG","Belgium",19,"Europe",2018,"Ecuador","Water","Switzerland","Europe"
"1378","Saulino, HHL","HHLS","Brazil",20,"Latin America",2018,"Brazil","Aquatic Ecology","Netherlands","Europe"
"1379","Thompson, RM","RMTP","Australia",20,"Oceania",2018,"Brazil","Aquatic Ecology","Netherlands","Europe"
"1380","Trivinho-Strxino, S","STSX","Brazil",20,"Latin America",2018,"Brazil","Aquatic Ecology","Netherlands","Europe"
"1381","Silva, DRO","DROS","Brazil",21,"Latin America",2018,"Brazil","Science of the Total Environment","Netherlands","Europe"
"1382","Herlihy, AT","ATH","USA",21,"North America",2018,"Brazil","Science of the Total Environment","Netherlands","Europe"
"1383","Hughes, RM","RMH","USA",21,"North America",2018,"Brazil","Science of the Total Environment","Netherlands","Europe"
"1384","Macedo, DR","DRM","Brazil",21,"Latin America",2018,"Brazil","Science of the Total Environment","Netherlands","Europe"
"1385","Callisto, M","MC","Brazil",21,"Latin America",2018,"Brazil","Science of the Total Environment","Netherlands","Europe"
"1386","Tamaris-Turizo, CE","CETT","Colombia",22,"Latin America",2018,"Colombia","Revista Brasileira de Entomologia","Brazil","Latin America"
"1387","Pinilla-A, GA","GAPA","Colombia",22,"Latin America",2018,"Colombia","Revista Brasileira de Entomologia","Brazil","Latin America"
"1388","Munoz, I","MARIMUN","Spain",22,"Europe",2018,"Colombia","Revista Brasileira de Entomologia","Brazil","Latin America"
"1389","Bezerra, LAV","LAVB","Brazil",23,"Latin America",2018,"Brazil","HYDROBIOLOGIA","Netherlands","Europe"
"1390","Angelini, R","RAN","Brazil",23,"Latin America",2018,"Brazil","HYDROBIOLOGIA","Netherlands","Europe"
"1391","Vitule, JRS","JRSV","Brazil",23,"Latin America",2018,"Brazil","HYDROBIOLOGIA","Netherlands","Europe"
"1392","Coll, M","MCO","Spain",23,"Europe",2018,"Brazil","HYDROBIOLOGIA","Netherlands","Europe"
"1393","Sanchez-Botero, JI","JISB","Brazil",23,"Latin America",2018,"Brazil","HYDROBIOLOGIA","Netherlands","Europe"
"1394","Aguila, GEN","GENA","Brazil",24,"Latin America",2018,"Brazil","Sistema de Informação sobre a Biodiversidade Brasileira - SiBBr","Brazil","Latin America"
"1395","Pujoni, DGF","DGFP","Brazil",24,"Latin America",2018,"Brazil","Sistema de Informação sobre a Biodiversidade Brasileira - SiBBr","Brazil","Latin America"
"1396","Marques, MM","MMM","Brazil",24,"Latin America",2018,"Brazil","Sistema de Informação sobre a Biodiversidade Brasileira - SiBBr","Brazil","Latin America"
"1397","Santos, LGC","LGCS","Brazil",24,"Latin America",2018,"Brazil","Sistema de Informação sobre a Biodiversidade Brasileira - SiBBr","Brazil","Latin America"
"1398","Dornelas, NMD","NMDD","Brazil",24,"Latin America",2018,"Brazil","Sistema de Informação sobre a Biodiversidade Brasileira - SiBBr","Brazil","Latin America"
"1399","Andrade, K","KA","Brazil",24,"Latin America",2018,"Brazil","Sistema de Informação sobre a Biodiversidade Brasileira - SiBBr","Brazil","Latin America"
"1400","Monteiro, IM","IMM","Brazil",24,"Latin America",2018,"Brazil","Sistema de Informação sobre a Biodiversidade Brasileira - SiBBr","Brazil","Latin America"
"1401","Maia-Barbosa, PM","PMB","Brazil",24,"Latin America",2018,"Brazil","Sistema de Informação sobre a Biodiversidade Brasileira - SiBBr","Brazil","Latin America"
"1402","Barbosa, FAR","FARB","Brazil",24,"Latin America",2018,"Brazil","Sistema de Informação sobre a Biodiversidade Brasileira - SiBBr","Brazil","Latin America"
"1403","Pease, AA","AAP","USA",25,"North America",2018,"Mexico","Environmental Biology of Fishes","Netherlands","Europe"
"1404","Mendoza-Carranza, M","MANMC","Mexico",25,"Latin America",2018,"Mexico","Environmental Biology of Fishes","Netherlands","Europe"
"1405","Winemiller, KO","KOWN","USA",25,"North America",2018,"Mexico","Environmental Biology of Fishes","Netherlands","Europe"
"1406","Ramo, RA","RAR","Sweden",26,"Europe",2018,"Costa Rica","Environmental Science and Pollution Research","Germany","Europe"
"1407","van den Brink, PJ","PJDB","Netherlands",26,"Europe",2018,"Costa Rica","Environmental Science and Pollution Research","Germany","Europe"
"1408","Ruepert, C","CRPT","Costa Rica",26,"Latin America",2018,"Costa Rica","Environmental Science and Pollution Research","Germany","Europe"
"1409","Castillo, LE","LEC","Costa Rica",26,"Latin America",2018,"Costa Rica","Environmental Science and Pollution Research","Germany","Europe"
"1410","Gunnarsson, JS","JSG","Sweden",26,"Europe",2018,"Costa Rica","Environmental Science and Pollution Research","Germany","Europe"
"1411","da Silva, FL","FANLDSIL","Brazil",27,"Latin America",2018,"Peru,Argentina,Brazil,Costa Rica,Guatemala,","Zoologischer Anzeiger","Germany","Europe"
"1412","Ferrington, LC","LEOCFERRJ","USA",27,"North America",2018,"Peru,Argentina,Brazil,Costa Rica,Guatemala,","Zoologischer Anzeiger","Germany","Europe"
"1413","Echeverria-Saenz, S","SES","Costa Rica",28,"Latin America",2018,"Costa Rica","Environmental Science and Pollution Research","Germany","Europe"
"1414","Mena, F","MFN","Costa Rica",28,"Latin America",2018,"Costa Rica","Environmental Science and Pollution Research","Germany","Europe"
"1415","Arias-Andres, M","MAA","Costa Rica",28,"Latin America",2018,"Costa Rica","Environmental Science and Pollution Research","Germany","Europe"
"1416","Vargas, S","SVGS","Costa Rica",28,"Latin America",2018,"Costa Rica","Environmental Science and Pollution Research","Germany","Europe"
"1417","Ruepert, C","CRPT","Costa Rica",28,"Latin America",2018,"Costa Rica","Environmental Science and Pollution Research","Germany","Europe"
"1418","Van den Brink, PJ","PJDB","Netherlands",28,"Europe",2018,"Costa Rica","Environmental Science and Pollution Research","Germany","Europe"
"1419","Castillo, LE","LEC","Costa Rica",28,"Latin America",2018,"Costa Rica","Environmental Science and Pollution Research","Germany","Europe"
"1420","Gunnarsson, JS","JSG","Sweden",28,"Europe",2018,"Costa Rica","Environmental Science and Pollution Research","Germany","Europe"
